X1,X2,X3,X4,Y1,Y2,Y3,Y4
750,20,150,4,45.2050134770025,155.361881587252,58.0273684106536,503.931463681624
1250,20,150,4,36.1918524878223,127.371709575768,54.7878501559312,481.819665649686
1750,20,150,4,34.4681975714089,122.199444565628,54.331767084527,475.433894272831
250,40,150,4,49.4200130337146,163.947878902216,57.8046323529745,500.972102332605
750,40,150,4,41.5630620111163,142.239368799163,56.0303849608644,489.333707961478
1250,40,150,4,34.9605523339542,126.048778379993,54.688358001745,484.114663934888
1750,40,150,4,33.4521640542654,124.705151756812,54.763964272641,489.114451486648
250,60,150,4,37.8854599533615,129.867689177693,54.4659281185458,475.734514589894
750,60,150,4,36.0302935868295,126.298117676019,54.2970878929841,479.630620316631
1250,60,150,4,36.7244757302549,132.710756135894,54.7906654118432,506.732575060369
1750,60,150,4,39.2949579390132,144.898990310946,55.7018122487415,544.734925423551
250,80,150,4,34.2701042886005,121.16943592575,54.0751360350058,474.124220524319
750,80,150,4,34.6715960791792,122.973967482501,54.0173889462738,483.027707773922
1250,80,150,4,42.1476653407856,142.588266575942,54.8070620213485,527.762470319238
250,20,300,4,49.8962557850957,165.377482842857,57.8121570331876,502.605928647682
750,20,300,4,45.7514615468666,155.567408881371,56.5025093510643,514.923783846537
1250,20,300,4,43.8405205186602,152.986558581019,55.7196087100659,537.951300339351
1750,20,300,4,38.0060017720456,134.825805580298,54.9209512840957,503.706133190109
750,40,300,4,43.7093057804295,146.210547097642,54.8650174820869,492.692159130731
1250,40,300,4,37.2788230471521,137.942288642922,54.9923194982358,511.716566192897
1750,40,300,4,32.4285140666371,130.366209214054,55.4384996789634,510.679945733288
250,60,300,4,39.3398645328236,133.239121539883,53.5091182130198,483.621304768022
750,60,300,4,34.589065251051,125.644488925246,52.8989245315617,501.468320423271
1250,60,300,4,31.5881181313863,128.341815961783,54.6420917556756,519.465494069788
250,80,300,4,32.4629507110293,120.839160626623,52.9593682270481,500.559564395531
750,80,300,4,29.8378815678122,120.384942266579,51.7495891243894,537.875467493872
1250,80,300,4,34.1940088381024,130.480605772766,53.8506347681995,534.726540481655
1750,80,300,4,38.9607090312854,144.285934624841,55.7013535257093,547.640712505843
250,20,450,4,38.8571367735672,132.45551120654,54.5147563617586,478.406907016644
750,20,450,4,44.6454575150312,154.134907181489,54.8738275436685,526.531130943358
1750,20,450,4,42.6491891025442,150.444583355936,54.8150020055393,526.999114164061
250,40,450,4,39.9264481390212,129.986872905413,53.4609187503609,464.125060345273
750,40,450,4,38.5926679620624,129.200493681197,51.9139871017868,465.289033792436
1250,40,450,4,40.0836052780419,146.897916205986,51.6017461396054,490.289436938508
1750,40,450,4,35.529035818409,135.128445518336,53.577546945849,491.302752840536
250,60,450,4,32.8744057480528,112.402300435298,51.848343563275,475.364284089902
750,60,450,4,27.2656984592025,97.1441644147967,48.9283648584352,481.060501213897
1250,60,450,4,28.9544979030448,112.917914567398,51.0117799097208,477.168571261476
1750,60,450,4,30.1499632940754,123.970148518271,54.3478556804056,492.095713460415
250,80,450,4,28.7306037951734,113.629384363847,51.2894710170281,524.889995382717
1250,80,450,4,28.2211819811585,115.59617392155,51.437190693229,531.86304552312
1750,80,450,4,32.5802901376247,123.07560726111,54.4060041743251,492.394814985271
250,20,600,4,34.6925983434443,121.356906207824,53.9780673624692,469.322913908425
750,20,600,4,37.5343514641468,132.842859273919,52.902332854105,475.830273575879
1250,20,600,4,41.5516673729876,150.637288212527,51.7555119513919,488.935056130166
1750,20,600,4,37.6566365589905,134.936306559053,52.947401705114,477.632050214242
250,40,600,4,33.0661592679806,109.400730699048,52.7822397112415,444.923870401928
750,40,600,4,31.2715861299639,101.786025920028,48.6111477723917,394.033389870687
1750,40,600,4,34.1276362446205,127.041825581771,50.6705102550606,438.0863841511
250,60,600,4,29.6373885155888,92.4506368348128,51.4426653908718,432.145186069879
1250,60,600,4,28.4090652092303,96.0664592495427,48.001316726726,395.405857859186
1750,60,600,4,32.6948774232305,119.08434516173,52.3107223401216,449.887724634261
250,80,600,4,29.8919565232032,105.746798836354,52.2025505326617,477.473236678629
750,80,600,4,25.8724732246735,92.2323771972014,49.5753403623847,485.075873628571
1250,80,600,4,30.124454969711,107.604908059776,51.7138695494779,474.620943908322
1750,80,600,4,33.5065222096546,119.297295833127,53.8466199119024,470.66521596395
250,20,150,8,36.3580615033715,130.551882068652,55.8372924361922,494.78939307639
750,20,150,8,38.0412182340067,139.606326478649,57.249961992132,518.722868287432
1250,20,150,8,35.8960949458465,129.405302392969,55.3263547087932,490.568112997377
1750,20,150,8,34.1457474263297,120.80082928898,54.2008633839341,471.090475089154
250,40,150,8,35.4636362247039,130.082502355324,57.1449522431684,522.948469889009
1250,40,150,8,36.0380395873099,134.8251324549,53.8988488605352,495.307673516757
1750,40,150,8,34.1522523846703,122.291851293974,52.9642651929034,461.328017657566
250,60,150,8,33.877259084148,121.742034023884,55.158406051185,488.402732391346
750,60,150,8,34.8420703429902,129.141700473017,54.4006394771801,490.758257987354
1750,60,150,8,34.3421142037531,122.675398938427,51.5837345663148,440.042468377276
250,80,150,8,33.7077029552686,118.785972701591,54.2503744780621,468.263830885682
750,80,150,8,32.912213735631,114.484613047798,54.5024788740145,451.177645035083
1250,80,150,8,31.910673561093,108.241116243649,54.4208801694848,422.739559619841
1750,80,150,8,33.3980557802386,115.366880713093,54.2792016907089,449.093408297701
250,20,300,8,37.3412518662392,132.707051616475,54.8637271080201,472.568390890262
1250,20,300,8,36.4285846518846,129.829732715671,54.7253251117391,469.151673708839
1750,20,300,8,32.1842702474207,113.523041434778,54.1412538311201,459.668203145611
250,40,300,8,32.9292371590199,117.407515277465,54.6066360609647,467.138990454101
750,40,300,8,36.212641179459,132.815739071892,56.2608750394857,499.375192087005
1250,40,300,8,33.4589910037919,121.333354819004,54.5508101140179,471.043989101491
1750,40,300,8,29.1892944380861,104.087234319155,54.2583104527432,453.58199352634
250,60,300,8,27.0186583175978,94.3600697669695,52.8260905135455,425.130950937435
750,60,300,8,29.9819926152562,105.409952327777,54.7223682771845,446.669472674346
1250,60,300,8,30.4151592667607,104.438972738288,55.0097679500335,427.268976076849
1750,60,300,8,30.4854359889727,106.444994092017,54.6608134730826,444.424135220453
250,80,300,8,29.5436179728911,103.099504013651,53.879952951036,442.7188051629
750,80,300,8,28.8122194341499,95.3657268592277,56.8898942870759,433.507986611453
1750,80,300,8,30.7525840866712,102.080408416744,57.1810121589353,443.276702041517
250,20,450,8,34.9691728771452,123.205164938477,54.0411320166292,462.062372299397
750,20,450,8,36.8698753749539,130.157247653301,54.1012075649788,459.306650804846
1250,20,450,8,33.6693092256205,117.455858838794,52.8430009872717,434.128518853378
1750,20,450,8,29.5586945790645,101.200458967387,51.1803799338173,395.337382354033
250,40,450,8,27.5644182705238,95.4997715670862,52.2757659084898,415.503890968636
750,40,450,8,31.6554965647424,111.14464022057,53.4885128922839,442.330175581423
1250,40,450,8,29.3837855447319,103.400129006814,54.0568766357961,442.379601316006
750,60,450,8,24.1886506545823,82.7908425117523,53.4897803179117,409.202244231526
1250,60,450,8,29.1927701763366,100.201076879371,55.6613376640514,446.343630957058
1750,60,450,8,28.1565633840316,98.5044468418132,55.3636927745963,452.036941377925
250,80,450,8,17.7533167822508,62.9308226831662,55.7940652855751,407.690932056536
750,80,450,8,24.6339791646675,84.3834823211239,56.4444430306959,432.62023949687
1250,80,450,8,29.5203528874279,97.4895493140281,57.7898883588176,444.922189626156
1750,80,450,8,31.935243908757,109.503151960133,55.946947679762,458.873776448714
250,20,600,8,33.9580146050321,119.600925847003,54.0813766908209,467.280741299732
750,20,600,8,34.2925188735355,120.528669506635,53.7445231467731,461.333082021141
1250,20,600,8,33.5410927601227,114.963191147287,50.5636286988379,401.542760842277
250,40,600,8,29.9505683450119,104.785505610154,53.4960714701584,442.861806372068
750,40,600,8,31.9854853179772,112.111509043676,53.6135164279195,451.961647817167
1250,40,600,8,31.6466864901351,110.249869803455,52.5565829175777,431.005084654247
1750,40,600,8,29.2008626981581,100.051661698087,51.0892295814896,393.52176154614
250,60,600,8,17.9403453333841,63.3382647242948,55.6237685998499,406.489065246826
750,60,600,8,26.135621706157,91.6299009782634,54.8105396657982,437.488434945049
1250,60,600,8,31.9191881289871,112.021753013818,54.2722664222572,459.165799136427
1750,60,600,8,31.6074213019541,111.19023134799,54.1731737780491,458.081798327331
750,80,600,8,23.0815958856835,82.8477140145216,57.4988466027734,449.626324514791
1250,80,600,8,32.4539700051565,113.881953031308,54.8785565141436,465.960329127901
1750,80,600,8,33.6931352355581,118.46041369528,54.4049209654831,468.866777600621
